medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,lead,min_detected_per_location_all_dates,0.2,ug/L,3/24/2017,,,7,15.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=3
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,lead,max_detected_per_location_all_dates,1.9,ug/L,12/4/2019,,,7,15.0,primary MCL,0.127,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=3
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,magnesium,min_detected_per_location_all_dates,0.56,mg/L,12/12/2014,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,magnesium,max_detected_per_location_all_dates,0.94,mg/L,10/28/2016,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,manganese,min_detected_per_location_all_dates,11.0,ug/L,12/12/2014,,,5,50.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,manganese,max_detected_per_location_all_dates,40.0,ug/L,10/28/2016,,,5,50.0,secondary MCL,0.8,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,mercury,min_detected_per_location_all_dates,0.24,ug/L,3/17/2020,,,7,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,mercury,max_detected_per_location_all_dates,0.24,ug/L,3/17/2020,,,7,2.0,primary MCL,0.12,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,molybdenum,min_detected_per_location_all_dates,1.5,ug/L,12/12/2014,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,molybdenum,max_detected_per_location_all_dates,4.4,ug/L,10/28/2016,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,nickel,min_detected_per_location_all_dates,1.1,ug/L,12/12/2014,,,7,100.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,nickel,max_detected_per_location_all_dates,3.8,ug/L,10/28/2016,,,7,100.0,primary MCL,0.038,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,nitrate_as_n,min_detected_per_location_all_dates,0.39,mg/L,3/24/2017,,,6,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,nitrate_as_n,max_detected_per_location_all_dates,0.96,mg/L,10/28/2016,,,6,10.0,primary MCL,0.096,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,potassium,min_detected_per_location_all_dates,1.6,mg/L,1/6/2016,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,potassium,max_detected_per_location_all_dates,4.2,mg/L,10/28/2016,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,selenium,min_detected_per_location_all_dates,0.15,ug/L,10/28/2016,,,7,50.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,selenium,max_detected_per_location_all_dates,0.15,ug/L,10/28/2016,,,7,50.0,primary MCL,0.003,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sodium,min_detected_per_location_all_dates,1.4,mg/L,12/12/2014,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sodium,max_detected_per_location_all_dates,3.9,mg/L,3/5/2016,,,5,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,strontium,min_detected_per_location_all_dates,75.0,ug/L,12/12/2014,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,strontium,max_detected_per_location_all_dates,170.0,ug/L,3/24/2017,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sulfate,min_detected_per_location_all_dates,2.6,mg/L,1/6/2016,,,5,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sulfate,max_detected_per_location_all_dates,5.9,mg/L,3/5/2016,,,5,250.0,secondary MCL,0.024,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sulfide,min_detected_per_location_all_dates,0.014,mg/L,3/5/2016,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,sulfide,max_detected_per_location_all_dates,0.014,mg/L,3/5/2016,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,total_dissolved_solids,min_detected_per_location_all_dates,22.0,mg/L,12/12/2014,,,5,500.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,total_dissolved_solids,max_detected_per_location_all_dates,80.0,mg/L,10/28/2016,,,5,500.0,secondary MCL,0.16,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,total_suspended_solids,min_detected_per_location_all_dates,12.0,mg/L,3/5/2016,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,total_suspended_solids,max_detected_per_location_all_dates,120.0,mg/L,3/17/2020,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,vanadium,min_detected_per_location_all_dates,1.1,ug/L,12/12/2014,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,vanadium,max_detected_per_location_all_dates,2.3,ug/L,12/4/2019,,,7,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,zinc,min_detected_per_location_all_dates,22.0,ug/L,12/12/2014,,,7,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL5,zinc,max_detected_per_location_all_dates,96.0,ug/L,3/17/2020,,,7,5000.0,secondary MCL,0.019,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,arsenic,min_detected_per_location_all_dates,9.2,ug/L,3/10/2023,,,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,arsenic,max_detected_per_location_all_dates,9.2,ug/L,3/10/2023,,,1,10.0,primary MCL,0.92,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,barium,min_detected_per_location_all_dates,160.0,ug/L,3/10/2023,,,1,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,barium,max_detected_per_location_all_dates,160.0,ug/L,3/10/2023,,,1,1000.0,primary MCL,0.16,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,chromium,min_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,,1,50.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,chromium,max_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,,1,50.0,primary MCL,0.24,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,copper,min_detected_per_location_all_dates,17.0,ug/L,3/10/2023,,,1,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,copper,max_detected_per_location_all_dates,17.0,ug/L,3/10/2023,,,1,1300.0,primary MCL,0.013,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,mercury,min_detected_per_location_all_dates,0.08,ug/L,3/10/2023,,,1,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,mercury,max_detected_per_location_all_dates,0.08,ug/L,3/10/2023,,,1,2.0,primary MCL,0.04,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,molybdenum,min_detected_per_location_all_dates,6.6,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,molybdenum,max_detected_per_location_all_dates,6.6,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,nitrate_as_n,min_detected_per_location_all_dates,0.11,mg/L,3/10/2023,,,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,nitrate_as_n,max_detected_per_location_all_dates,0.11,mg/L,3/10/2023,,,1,10.0,primary MCL,0.011,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,strontium,min_detected_per_location_all_dates,52.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,strontium,max_detected_per_location_all_dates,52.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,total_suspended_solids,min_detected_per_location_all_dates,1.6,mg/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,total_suspended_solids,max_detected_per_location_all_dates,1.6,mg/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,vanadium,min_detected_per_location_all_dates,25.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,vanadium,max_detected_per_location_all_dates,25.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,zinc,min_detected_per_location_all_dates,27.0,ug/L,3/10/2023,,,1,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL6,zinc,max_detected_per_location_all_dates,27.0,ug/L,3/10/2023,,,1,5000.0,secondary MCL,0.005,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,barium,min_detected_per_location_all_dates,300.0,ug/L,3/10/2023,,,1,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,barium,max_detected_per_location_all_dates,300.0,ug/L,3/10/2023,,,1,1000.0,primary MCL,0.3,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,copper,min_detected_per_location_all_dates,16.0,ug/L,3/10/2023,,,1,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,copper,max_detected_per_location_all_dates,16.0,ug/L,3/10/2023,,,1,1300.0,primary MCL,0.012,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,mercury,min_detected_per_location_all_dates,0.07,ug/L,3/10/2023,,,1,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,mercury,max_detected_per_location_all_dates,0.07,ug/L,3/10/2023,,,1,2.0,primary MCL,0.035,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,molybdenum,min_detected_per_location_all_dates,6.7,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,molybdenum,max_detected_per_location_all_dates,6.7,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,nitrate_as_n,min_detected_per_location_all_dates,0.18,mg/L,3/10/2023,,,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,nitrate_as_n,max_detected_per_location_all_dates,0.18,mg/L,3/10/2023,,,1,10.0,primary MCL,0.018,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,strontium,min_detected_per_location_all_dates,77.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,strontium,max_detected_per_location_all_dates,77.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,total_suspended_solids,min_detected_per_location_all_dates,9.5,mg/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,total_suspended_solids,max_detected_per_location_all_dates,9.5,mg/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,vanadium,min_detected_per_location_all_dates,16.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,vanadium,max_detected_per_location_all_dates,16.0,ug/L,3/10/2023,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,zinc,min_detected_per_location_all_dates,130.0,ug/L,3/10/2023,,,1,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL7,zinc,max_detected_per_location_all_dates,130.0,ug/L,3/10/2023,,,1,5000.0,secondary MCL,0.026,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,barium,min_detected_per_location_all_dates,155.0,ug/L,12/12/2014,,,1,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,barium,max_detected_per_location_all_dates,155.0,ug/L,12/12/2014,,,1,1000.0,primary MCL,0.155,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
