medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 1 (surface soil, 0-1ft bgs)",Barium,MDC,130.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 2 (SP#1 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N01; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 2 (SP#1 surface soil COPC selection), PDF p.73. Frequency of detection 5/5 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 1 (surface soil, 0-1ft bgs)",Barium,EPC,130.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 2 (SP#1 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 2 (SP#1 surface soil COPC selection), PDF p.73. Frequency of detection 5/5 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 1 (surface soil, 0-1ft bgs)",Lead,detection_min_reported,6.4,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 2 (SP#1 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S01; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 2 (SP#1 surface soil COPC selection), PDF p.73. Frequency of detection 5/5 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 1 (surface soil, 0-1ft bgs)",Lead,MDC,12.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 2 (SP#1 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N01; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 2 (SP#1 surface soil COPC selection), PDF p.73. Frequency of detection 5/5 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 1 (surface soil, 0-1ft bgs)",Lead,EPC,12.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 2 (SP#1 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 2 (SP#1 surface soil COPC selection), PDF p.73. Frequency of detection 5/5 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Arsenic,detection_min_reported,0.7,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S19; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Arsenic,MDC,4.9,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S20; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Arsenic,EPC,1.63,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Arsenic,95_UCL,1.63,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Barium,detection_min_reported,62.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S05; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Barium,MDC,1100.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S13; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Barium,EPC,376.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Barium,95_UCL,376.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Lead,detection_min_reported,2.5,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S19; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Lead,MDC,150.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S20; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Lead,EPC,29.3,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 2 (surface soil, 0-1ft bgs)",Lead,95_UCL,29.3,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 3 (SP#2 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 3 (SP#2 surface soil COPC selection), PDF p.74. Frequency of detection 33/33 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Arsenic,detection_min_reported,0.4,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=multiple; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 9/13 (69%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data). Arsenic NOT selected as COPC (max detected <= max background); no EPC assigned."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Arsenic,MDC,1.3,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S31; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 9/13 (69%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data). Arsenic NOT selected as COPC (max detected <= max background); no EPC assigned."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Barium,detection_min_reported,38.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N13; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Barium,MDC,250.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S31; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Barium,EPC,250.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Lead,detection_min_reported,1.2,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N13; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Lead,MDC,12.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-S31; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,"Stockpile 3 (surface soil, 0-1ft bgs)",Lead,EPC,12.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 4 (SP#3 surface soil COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 4 (SP#3 surface soil COPC selection), PDF p.75. Frequency of detection 13/13 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Arsenic,detection_min_reported,0.4,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=multiple; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 152/165 (92%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data). IMPORTANT: the '14' in this row is the SAMPLE DEPTH (ft bgs) at which the maximum was detected, NOT a concentration. The maximum arsenic concentration is 5.5 mg/kg. A prior extraction mis-transcribed the depth column value (14) as the concentration -- corrected here."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Arsenic,MDC,5.5,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),14,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N08; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 152/165 (92%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data). IMPORTANT: the '14' in this row is the SAMPLE DEPTH (ft bgs) at which the maximum was detected, NOT a concentration. The maximum arsenic concentration is 5.5 mg/kg. A prior extraction mis-transcribed the depth column value (14) as the concentration -- corrected here."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Arsenic,EPC,5.5,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 152/165 (92%). Max background concentration 4.1 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data). IMPORTANT: the '14' in this row is the SAMPLE DEPTH (ft bgs) at which the maximum was detected, NOT a concentration. The maximum arsenic concentration is 5.5 mg/kg. A prior extraction mis-transcribed the depth column value (14) as the concentration -- corrected here."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Barium,detection_min_reported,35.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N12; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 165/165 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Barium,MDC,72000.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),10,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N15; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 165/165 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Barium,EPC,72000.0,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=n/a; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 165/165 (100%). Max background concentration 120 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
soil,S9525-06-44 HHRA UPDATE Rev.0313.pdf,Stockpiles 1-3 combined (0-20ft bgs),Lead,detection_min_reported,1.2,mg/kg,2006 Shaw site investigation (reproduced in HHRA UPDATE Table 5 (SP#1/2/3 combined construction-zone COPC selection)),,False,,,,,HHRA UPDATE,"VERIFIED (reported statistic, quoted as-is)","sample_id=SR99/132-N13; HHRA UPDATE, Appendix B (2007 Shaw HHRA), Table 5 (SP#1/2/3 combined construction-zone COPC selection), PDF p.76. Frequency of detection 165/165 (100%). Max background concentration 3.8 mg/kg. Reported as MDC unless noted. 2006 Shaw investigation data (NOT 2012 SSI data)."
